name,artist,meter,chorus_cp,verse_cp,intro_cp,outro_cp,bridge_cp,release year,energy,valence,tempo,danceability
American Storm,Bob Seger,4/4,"['A:maj', 'A:maj', 'E:maj', 'E:7', 'E:maj', 'E:maj', 'C#:min', 'C#:min', 'A:maj', 'A:maj', 'E:maj', 'E:7', 'E:maj', 'E:maj', 'C#:min', 'C#:min', 'E:maj', 'E:maj', 'C#:min', 'C#:min']","['E:maj', 'E:maj', 'A:maj', 'B:sus4', 'B:maj', 'E:maj', 'E:maj', 'A:maj', 'B:sus4', 'B:maj']","['E:maj', 'E:maj', 'A:maj', 'B:sus4', 'B:maj']","['E:maj', 'E:maj', 'A:maj', 'B:sus4', 'B:maj']","['E:maj', 'E:maj', 'A:maj', 'B:sus4', 'B:maj', 'C:maj', 'C:maj', 'A:min', 'A:min', 'E:maj', 'E:maj', 'A:maj', 'B:sus4', 'B:maj']",1986,0.943,0.805,150.357,0.501
Count On Me,Jefferson Starship,4/4,"['A:maj', 'D:maj', 'E:maj', 'A:maj', 'D:maj', 'E:maj', 'A:maj', 'D:maj', 'E:maj', 'A:maj', 'D:maj', 'E:maj', 'A:maj', 'E:maj', 'D:maj', 'F#:7', 'B:min7', 'E:maj', 'A:maj', 'D:maj', 'E:maj', 'A:maj', 'D:maj', 'E:maj']","['A:maj', 'E:maj', 'D:maj', 'F#:7', 'B:min7', 'E:maj', 'A:maj', 'E:maj', 'D:maj', 'F#:7', 'B:min7', 'E:maj', 'A:maj', 'E:maj', 'D:maj', 'F#:7', 'B:min7', 'E:maj']","['N', 'E:maj', 'F#:min', 'E:maj/3', 'A:maj', 'E:maj', 'D:maj', 'F#:7', 'B:min7', 'E:maj']","['A:maj', 'D:maj', 'E:maj', 'A:maj', 'D:maj', 'E:maj']","['F#:min', 'F#:min', 'B:min7', 'E:maj']",1978,0.325,0.736,111.937,0.552
That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,4/4,[],"['G:maj', 'C:maj', 'G:maj', 'C:maj', 'G:maj', 'C:maj', 'G:maj', 'F:maj', 'E:min', 'D:min', 'G:maj', 'C:maj', 'G:maj', 'C:maj', 'G:maj', 'C:maj', 'G:maj', 'F:maj', 'E:min', 'D:min', 'G:maj', 'C:maj', 'G:maj', 'C:maj', 'G:maj', 'C:maj', 'G:maj', 'F:maj', 'E:min', 'D:min']","['G:maj', 'C:maj', 'G:maj', 'A:min7', 'D:maj']",[],"['C:maj', 'D:maj', 'G:maj', 'E:min', 'C:maj', 'D:maj', 'G:maj']",2019,0.562,0.92,116.214,0.718
Undercover Angel,Alan O'Day,4/4,"['Bb:7', 'Bb:7', 'Bb:7', 'Ab:sus2', 'G:min7', 'Gb:maj', 'Gb:maj', 'Gb:maj', 'Ab:sus2(b7)', 'Bb:maj', 'G:min7', 'F:maj', 'F:maj', 'Bb:maj', 'F:maj/3', 'G:min', 'Ab:maj6', 'Eb:maj', 'Bb:maj/3', 'C:7', 'C:7', 'F:maj', 'F:aug', 'Bb:7', 'Bb:7', 'Bb:7', 'Ab:sus2', 'G:min7', 'Gb:maj', 'Gb:maj', 'Gb:maj', 'Ab:sus2(b7)', 'Bb:maj', 'G:min7', 'F:maj', 'F:maj', 'Bb:maj', 'F:maj/3', 'G:min', 'Ab:maj6', 'Eb:maj', 'Bb:maj/3', 'C:7', 'C:7', 'F:maj', 'F:aug', 'Bb:7', 'Bb:7', 'Bb:7', 'Ab:sus2', 'G:min7', 'Bb:7', 'Bb:7', 'Bb:7', 'Ab:sus2', 'G:min7', 'Bb:7', 'Bb:7', 'Bb:7', 'Ab:sus2', 'G:min7', 'Gb:maj', 'Gb:maj', 'Gb:maj', 'Ab:sus2(b7)', 'Bb:maj', 'G:7', 'C:maj', 'G:maj/3', 'A:min', 'Bb:maj6', 'F:maj', 'C:maj/3', 'D:7', 'D:7', 'G:maj', 'G:aug', 'C:maj', 'A:min', 'G:maj', 'G:maj']","['Eb:maj/5', 'Bb:maj', 'F:maj/11', 'Bb:maj', 'Eb:maj/5', 'Bb:maj7', 'Eb:min/5', 'Bb:maj', 'Eb:maj/5', 'Bb:maj', 'F:maj/11', 'Bb:maj', 'Eb:maj/5', 'Bb:maj7', 'Eb:min/5', 'Bb:maj', 'Eb:maj/5', 'Bb:maj', 'F:maj/11', 'Bb:maj', 'Eb:maj/5', 'Bb:maj7', 'Eb:min/5', 'Bb:maj']","['Bb:1', 'Bb:1']","['C:maj', 'G:maj/3', 'A:min', 'Bb:maj6', 'F:maj', 'C:maj/3', 'D:7', 'D:7', 'G:maj', 'G:aug']",[],2021,0.662,0.725,98.564,0.673
There But For Fortune,Joan Baez,4/4,[],"['Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5']","['Bb:maj', 'Eb:min/5', 'Bb:maj', 'Eb:min/5']","['Bb:maj', 'Eb:min/5', 'Bb:maj', 'Bb:maj']",[],1997,0.097,0.129,102.039,0.33
Forever Man,Eric Clapton,4/4,"['Bb:maj', 'C:maj', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'D:min7', 'D:min7', 'D:min7', 'D:min7']","['D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'Bb:maj', 'C:maj', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'Bb:maj', 'C:maj', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'Bb:maj', 'C:maj', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)', 'D:sus4(b7)']",[],"['D:min7', 'D:min7', 'D:min7', 'D:min7']",[],1985,0.9,0.799,111.142,0.649
Don't Ask Me Why,Billy Joel,4/4,"['G:min', 'Bb:7/5', 'E:hdim7', 'F:sus4(b7)', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'G:min', 'Bb:7/5', 'E:hdim7', 'F:sus4(b7)', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'G:min', 'Bb:7/5', 'E:hdim7', 'F:sus4(b7)', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'F:maj', 'Eb:maj', 'F:maj', 'Bb:maj', 'G:min', 'Bb:7/5', 'E:hdim7', 'F:sus4(b7)', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5']","['Bb:maj', 'C:7', 'F:7', 'Bb:maj', 'Eb:maj/5', 'Bb:maj', 'C:7', 'F:7', 'Bb:maj', 'Eb:maj/5', 'Bb:maj', 'C:7', 'F:7', 'Bb:maj', 'Eb:maj/5', 'Bb:maj', 'C:7', 'F:7', 'Bb:maj', 'Eb:maj/5']","['Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5']","['Bb:maj', 'Eb:7/5', 'Bb:maj', 'Eb:7/5', '(2/4)', 'Bb:maj', 'Eb:7/5', 'Bb:maj']","['F:maj', 'Eb:maj', 'F:maj', 'Bb:maj']",,,,,
Running Up That Hill,Kate Bush,4/4,"['F:min7/5', 'C:min9', 'F:min7/5', 'F:min7/5', 'C:min9', 'F:min7/5', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min', 'F:min7/5', 'C:min9', 'F:min7/5', 'F:min7/5', 'C:min9', 'F:min7/5', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min', 'F:min7/5', 'C:min9', 'F:min7/5', 'F:min7/5', 'C:min9', 'F:min7/5', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min']","['Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min9', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min9', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min9', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min9']","['C:min', '&pause', 'C:min', 'C:min']","['Ab:maj/3', 'Ab:maj/3', 'Bb:maj/9', 'Bb:maj/9', 'C:min', 'C:min', 'C:min', 'C:min']","['Ab:maj/3', 'Bb:maj/9', 'C:min', 'C:min', 'Ab:maj/3', 'Bb:maj/9', 'C:min', 'Ab:maj/3']",1985,0.545,0.194,108.376,0.629
Misunderstanding,Genesis,4/4,"['D:min', 'E:min7', 'D:min7/b3', 'A:min', 'G:maj', 'D:min', 'E:min7', 'D:min7/b3', 'A:min', 'G:maj']","['D:min', 'E:min7', 'D:min7/b3', 'A:min', 'G:maj']","['D:min', 'E:min7', 'D:min7/b3', 'A:min', 'G:maj']","['D:min', 'E:min7', 'D:min7/b3', 'A:min', 'G:maj', 'D:min', 'E:min7', 'D:min7/b3', 'A:min', 'G:maj']","['Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7', 'Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7', 'Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7', 'Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7', 'Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7', 'Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7', 'Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7', 'Ab:maj', 'Ab:maj', 'Bb:maj/b7', 'Bb:maj/b7']",1980,0.828,0.774,121.217,0.645
Devil Woman,Cliff Richard,4/4,"['D:min', 'D:min', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'D:min', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'D:min', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'D:min', 'D:min', 'Bb:maj', 'C:maj']","['D:maj', 'G:5/5', 'F:5/13', 'C:1(3)/9', 'D:5', 'D:maj', 'G:5/5', 'F:5/13', 'C:1(3)/9', 'D:5', 'D:maj', 'G:5/5', 'F:5/13', 'C:1(3)/9', 'D:5']","['D:maj', 'G:5/5', 'F:5/13', 'C:1(3)/9', 'D:5/5']","['D:min', 'D:min', 'D:min', 'Bb:maj', 'C:maj']",[],1977,0.792,0.858,116.687,0.71
Eye In The Sky,The Allan Parsons Project,4/4,"['A:maj/11', 'D:maj', 'A:maj/11', 'D:maj', 'F#:min', 'F#:min', 'A:maj/11', 'D:maj', 'A:maj/11', 'D:maj', 'F#:min', 'F#:min', 'A:maj/11', 'D:maj', 'A:maj/11', 'D:maj', 'F#:min', 'F#:min']","['A:maj/11', 'D:maj', 'A:maj/11', 'D:maj', 'B:min9', 'B:min9', 'A:maj/11', 'D:maj', 'A:maj/11', 'D:maj', 'B:min9', 'B:min9', 'A:maj/11', 'D:maj', 'A:maj/11', 'D:maj', 'B:min9', 'B:min9']","['B:min', 'B:min', 'G:maj', 'G:maj']","['B:min7', 'B:min7', 'G:maj(9)', 'G:maj(9)']",[],,,,,
Superman,Donna Fargo,4/4,"['F#:7', 'E:7', 'F#:7', 'E:7', 'F#:7', 'E:7', 'F#:7', 'E:7', 'F#:7', 'E:7', 'F#:7', 'E:7']","['B:maj', 'E:maj', 'B:maj', 'E:maj']",[],"['F#:7', 'E:maj', 'B:maj']","['E:maj', 'B:maj', 'E:maj', 'B:maj', 'E:maj', 'B:maj']",1998,0.668,0.96,99.645,0.607
Happy Man,Greg Kihn Band,4/4,"['E:maj', 'G:maj', 'D:maj', 'E:maj', 'G:maj', 'D:maj', 'E:maj', 'G:maj', 'D:maj', 'E:maj', 'G:maj', 'D:maj', 'C:maj', 'C:maj', 'E:min', 'E:min', 'E:maj', 'G:maj', 'D:maj', 'E:maj', 'G:maj', 'D:maj']","['C:maj', 'C:maj', 'E:min', 'E:min', 'C:maj', 'C:maj', 'E:min', 'E:min']","['C:maj', 'C:maj', 'E:min', 'E:min']","['E:maj', 'E:maj', 'A:maj', 'E:maj', 'E:maj', 'A:maj', 'E:maj', 'E:maj', 'A:maj']",[],2012,0.885,0.735,146.817,0.561
I Want To Take You Higher,Ike & Tina Turner,4/4,"['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)']",1996,0.854,0.909,116.89,0.585
Let The Music Play,Shannon,4/4,"['C:min', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj', 'Bb:maj']","['C:min', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj', 'Bb:maj']","['C:min', 'Ab:maj', 'Bb:maj']","['C:min', 'Ab:maj', 'Bb:maj']","['C:min', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj', 'Bb:maj']",2006,0.687,0.765,114.717,0.709
Could I Have This Dance,Anne Murray,3/4,"['B:maj', 'B:7', 'E:maj', 'E:maj', 'B:maj', 'B:7', 'E:maj', 'E:maj', 'B:maj', 'B:maj', 'E:maj', 'E:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'D:7', 'D:7', 'G:7', 'G:7']","['B:maj', 'B:7', 'E:maj', 'F#:maj', 'B:maj', 'B:7', 'E:maj', 'F#:maj']","['B:maj', 'B:maj7', 'C#:min7', 'F#:sus4(b7)']",[],[],2006,0.209,0.553,87.272,0.491
Let It Rain,Eric Clapton,4/4,"['D:maj', 'A:min', 'D:maj', 'A:min', 'C:maj', 'G:maj', 'D:maj', 'D:maj', 'A:min', 'D:maj', 'A:min', 'C:maj', 'G:maj', 'D:maj', 'F#:min', 'F#:min/b1', 'F#:min/b7', 'F#:maj6/13', 'B:sus2(b7)', 'D:maj', 'A:min', 'D:maj', 'A:min', 'C:maj', 'G:maj', 'D:maj', 'D:maj', 'A:min', 'D:maj', 'A:min', 'C:maj', 'G:maj', 'D:maj']","['D:maj', 'A:min', 'C:maj', 'G:maj', 'D:maj', 'D:maj', 'A:min', 'C:maj', 'G:maj', 'D:maj', 'D:maj', 'A:min', 'C:maj', 'G:maj', 'D:maj']","['A:maj', 'G:maj/9', 'G:maj/9', 'A:maj']","['A:maj', 'G:maj', 'G:maj', 'A:maj']","['A:maj', 'G:maj/9', 'G:maj/9', 'A:maj', 'A:maj', 'G:maj/9', 'G:maj/9', 'A:maj']",1970,0.616,0.746,122.267,0.442
When Will I Be Loved,Linda Ronstadt,4/4,"['E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'A:maj', 'B:maj', 'E:maj', 'A:maj', 'B:maj', 'E:maj', 'A:maj', 'B:maj', 'E:maj', 'A:maj', 'B:maj']","['A:maj(9)', 'B:maj', 'A:maj(9)', 'E:maj', 'A:maj(9)', 'B:maj', 'A:maj(9)', 'E:maj']",[],[],[],1974,0.573,0.621,132.607,0.513
Living Doll,Cliff Richard,4/4,"['A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj']",[],"['N', 'A:1']",[],"['D:maj', 'D:maj', 'A:maj', 'A:maj', 'D:maj', 'D:maj', 'A:maj', 'A:maj']",2020,0.507,0.784,62.175,0.614
"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,4/4,"['F:maj', 'F:maj', 'F:maj', 'C:maj', 'D:min', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'C:maj', 'D:min', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'C:maj', 'D:min', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'F:maj']","['D:min', 'Bb:maj', 'C:maj', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'Bb:maj', 'C:maj', 'D:min', 'Bb:maj', 'C:maj']","['F:maj', 'F:maj', 'F:maj', 'C:maj', 'D:min', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'F:maj']","['F:maj', 'F:maj', 'F:maj', 'C:maj', 'D:min', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'F:maj']","['Bb:maj', 'C:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'C:maj']",,,,,
Sweet Caroline (Good Times Never Seemed So Good),Bobby Womack,4/4,"['E:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj7', 'E:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj7', 'E:maj', 'A:maj', 'A:maj', 'A:maj', 'A:maj7']","['E:maj', 'E:7', 'A:maj', 'A:maj', 'E:maj', 'E:7', 'A:maj', 'A:maj']","['B:7', 'B:7', 'B:7', 'B:7']","['A:maj', 'A:maj', 'B:maj', 'B:maj']","['B:7', 'B:7', 'B:7', 'B:7']",1972,0.214,0.72,130.199,0.65
Town Without,Gene Pitney,12/8,[],"['B:min', 'B:min', 'B:min', 'B:min(9)', 'B:min', 'B:min(11,9)', 'C:min(9)', 'C:min(9)']","['B:min(9)', 'E:min(9)']","['Ab:7', 'G:sus4(b7)', 'G:7']","['G:maj', 'G:maj6', 'G:maj', 'G:maj6']",1972,0.535,0.68,120.495,0.428
Baby Can I Hold You,Tracy Chapman,4/4,"['D:maj', 'E:min', 'G:maj', 'D:maj', 'E:min', 'G:maj', 'D:maj', 'E:min', 'G:maj', 'D:maj', 'E:min', 'G:maj', 'D:maj', 'E:min', 'G:maj', 'D:maj', 'E:min', 'G:maj']","['D:maj', 'D:maj', 'A:maj/11', 'D:maj', 'A:sus4(b7)', 'A:7', 'D:maj', 'D:maj', 'A:maj/11', 'D:maj', 'A:sus4(b7)', 'A:7', 'D:maj', 'D:maj', 'A:maj/11', 'D:maj', 'A:sus4(b7)', 'A:7']","['D:maj', 'D:maj', 'A:maj/11', 'D:maj', 'A:sus4(b7)', 'A:7']","['D:maj', 'E:min', 'E:min', 'G:maj', 'A:maj', 'D:maj', 'E:min', 'E:min', 'G:maj', 'A:maj']",[],1988,0.422,0.468,74.375,0.692
Dream Police,Cheap Trick,4/4,"['E:maj', 'B:maj', 'A:maj', 'E:maj', 'B:maj', 'A:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'B:maj', 'A:maj', 'E:maj', 'B:maj', 'A:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'F#:min', 'C#:min', 'D:maj', 'A:maj', 'C#:min', 'G#:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'B:maj', 'A:maj', 'E:maj', 'B:maj', 'A:maj']","['F#:min', 'C#:min', 'D:maj', 'A:maj', 'C#:min', 'G#:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'F#:min', 'C#:min', 'D:maj', 'A:maj', 'C#:min', 'G#:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj']","['E:maj', 'B:maj', 'A:maj', 'E:maj', 'B:maj', 'A:maj']","['E:maj', 'B:maj', 'A:maj', 'E:maj', 'B:maj', 'A:maj']","['E:min', 'B:1', 'C:1', 'G:1', 'A:maj', 'E:1', 'F:1', 'C:1', 'B:maj', 'E:min/5', 'F:dim/#11', 'B:7']",1979,0.766,0.68,137.083,0.476
Eight Miles High,The Byrds,4/4,[],"['E:min', 'F#:min/b7', 'E:min7', 'D:maj', 'C:maj', 'E:min', 'F#:min/b7', 'E:min7', 'D:maj', 'C:maj', 'E:min', 'F#:min/b7', 'E:min7', 'D:maj', 'C:maj']",['E:min'],['E:min'],['E:min'],1966,0.77,0.37,130.603,0.365
Soul And Inspiration,The Righteous Brothers,4/4,"['D:maj', 'A:maj', 'D:maj', 'E:maj', 'D:maj', 'A:maj', 'D:maj', 'E:maj', 'D:maj', 'A:maj', 'D:maj', 'E:maj']","['A:maj', 'D:maj', 'E:maj', 'A:maj', 'A:maj', 'D:maj', 'E:maj', 'A:maj', 'A:maj', 'D:maj', 'E:maj', 'A:maj']","['A:maj', 'A:maj', 'A:maj', 'D:maj/5', 'A:maj', 'A:maj', 'A:maj', 'A:maj', 'D:maj/5', 'A:maj']",[],"['B:maj7', 'E:maj', 'B:maj7', 'E:maj']",1990,0.387,0.246,187.468,0.17
Come And Get Your Love,Redbone,4/4,"['E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min']","['E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min']","['D:1', 'D:1', 'D:maj', 'D:maj']","['E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min']","['E:min7', 'A:maj', 'D:maj', 'B:min', 'E:min7', 'A:maj', 'D:maj', 'B:min']",1973,0.804,0.957,107.383,0.731
Stop the Wedding,Etta James,12/8,"['Bb:maj', 'D:maj', 'Eb:maj', 'E:dim']","['Bb:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj']","['Bb:maj', 'Bb:maj', 'F:7', 'F:7', 'Bb:maj', 'Bb:maj', 'Bb:maj', '*']","['Bb:maj', 'Bb:maj', 'G:min7', 'G:min7', 'C:min7', 'C:min7', 'F:7', 'F:7', 'Bb:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj', 'Bb:maj', 'G:min', 'F:7', 'F:7', 'Bb:maj', 'Bb:maj', 'G:min7', 'G:min7', 'C:min7', 'C:min7', 'F:7', 'F:7', 'Bb:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj', 'Bb:maj', 'G:min', 'F:7', 'F:7']",[],2019,0.353,0.665,173.064,0.416
If I Can Dream,Elvis Presley,12/8,[],"['C:maj', 'A:min', 'F:maj', 'F:maj', 'C:maj/5', 'G:maj', 'C:maj', 'A:min', 'F:maj', 'G:maj', 'C:maj', 'A:min', 'F:maj', 'F:maj', 'C:maj/5', 'G:maj', 'C:maj', 'A:min', 'F:maj', 'G:maj', 'D:maj', 'B:min', 'G:maj', 'A:sus4', 'D:maj', 'B:min', 'G:maj', 'A:maj']","['C:maj', 'A:min', 'C:maj', 'A:min', 'C:maj', 'A:min', 'C:maj', 'A:min']",[],"['F:maj', 'F#:dim', 'C:maj', 'C:7', 'F:maj', 'F#:dim', 'C:maj', 'C:7']",2022,0.715,0.282,93.914,0.325
We Are The Champions,Queen,4/4,"['F:maj', 'A:min7', 'D:maj', 'D:maj', 'Bb:5', 'C:5', 'F:maj', 'A:min7', 'D:min', 'D:min', 'Bb:5', 'C:5', 'F:maj', 'A:min7', 'D:min', 'D:min', 'Bb:5', 'C:5']","['C:min', 'G:sus4(b7)/11', 'C:min', 'G:sus4(b7)/11', 'C:min', 'G:sus4(b7)/11', 'C:min', 'G:sus4(b7)/11']",[],[],[],1977,0.459,0.172,64.223,0.268
Along Comes A Woman,Chicago,4/4,"['B:min', 'G:maj', 'B:min', 'G:maj', 'G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj', 'G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj', 'B:min', 'G:maj', 'B:min', 'G:maj', 'G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj', 'G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj', 'G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj', 'G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj']","['A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)']","['A:5(b7)', 'A:5(b7)', 'A:5(b7)', 'A:5(b7)']","['G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj', 'G:maj', 'A:maj/3', 'D:maj', 'D:maj', 'D:maj', 'A:maj']",[],1984,0.643,0.891,111.901,0.735
Be My Baby,The Ronettes,4/4,"['E:maj', 'E:maj', 'C#:min', 'C#:min', 'E:maj', 'E:maj', 'C#:min', 'C#:min', 'E:maj', 'E:maj', 'F#:min', 'B:maj', 'E:maj', 'E:maj', 'C#:min', 'C#:min', 'E:maj', 'E:maj', 'C#:min', 'C#:min', 'E:maj', 'E:maj', 'C#:min', 'C#:min']","['E:maj', 'E:maj', 'F#:min', 'B:maj', 'E:maj', 'E:maj', 'F#:min', 'B:maj']","['N', 'N', 'E:maj', 'E:maj']",[],"['G#:7', 'G#:7', 'C#:7', 'C#:7', 'G#:7', 'G#:7', 'C#:7', 'C#:7']",2011,0.769,0.818,129.657,0.511
